time	V(quada)	V(quadb)
4.941907479971347e-06	-3.283559e+02	3.286049e+02
4.941943793507388e-06	-3.284059e+02	3.286543e+02
4.941982736746725e-06	-3.284594e+02	3.287071e+02
4.942030599969403e-06	-3.285249e+02	3.287719e+02
4.942077295812183e-06	-3.285886e+02	3.288349e+02
4.942085536786809e-06	-3.285999e+02	3.288460e+02
4.942102018736061e-06	-3.286223e+02	3.288682e+02
4.942134982634565e-06	-3.286671e+02	3.289125e+02
4.942200910431573e-06	-3.287563e+02	3.290006e+02
4.942311601142087e-06	-3.289053e+02	3.291479e+02
4.942416487714003e-06	-3.290455e+02	3.292865e+02
4.942553599192874e-06	-3.292273e+02	3.294662e+02
4.942691945774704e-06	-3.294091e+02	3.296457e+02
4.942876199016701e-06	-3.296481e+02	3.298818e+02
4.943161341820106e-06	-3.300138e+02	3.302431e+02
4.943208364235007e-06	-3.300735e+02	3.303020e+02
4.943302409064807e-06	-3.301915e+02	3.304185e+02
4.943490498724407e-06	-3.304251e+02	3.306491e+02
4.943793487984846e-06	-3.307952e+02	3.310144e+02
4.944113448019123e-06	-3.311790e+02	3.313932e+02
4.944288389175767e-06	-3.313856e+02	3.315971e+02
4.944324937941620e-06	-3.314283e+02	3.316392e+02
4.944398035473324e-06	-3.315130e+02	3.317227e+02
4.944465083917213e-06	-3.315905e+02	3.317991e+02
4.944529714786317e-06	-3.316646e+02	3.318723e+02
4.944613832515410e-06	-3.317607e+02	3.319669e+02
4.944699195792606e-06	-3.318573e+02	3.320623e+02
4.944869922346997e-06	-3.320489e+02	3.322511e+02
4.944980367236380e-06	-3.321718e+02	3.323723e+02
4.945046169407545e-06	-3.322444e+02	3.324438e+02
4.945122242417926e-06	-3.323278e+02	3.325259e+02
4.945195265114327e-06	-3.324073e+02	3.326043e+02
4.945270701041154e-06	-3.324889e+02	3.326847e+02
4.945409936719075e-06	-3.326376e+02	3.328312e+02
4.945688408074917e-06	-3.329286e+02	3.331178e+02
4.946237186684786e-06	-3.334814e+02	3.336617e+02
4.946950488676348e-06	-3.341520e+02	3.343209e+02
4.948377092659471e-06	-3.353134e+02	3.354590e+02
4.951230300625718e-06	-3.371285e+02	3.372275e+02
4.954001913132049e-06	-3.383129e+02	3.383661e+02
4.955998486120038e-06	-3.387152e+02	3.387352e+02
4.958086582649915e-06	-3.387066e+02	3.386915e+02
4.960003892842863e-06	-3.382807e+02	3.382333e+02
4.963234808970878e-06	-3.367622e+02	3.366602e+02
4.966456915727256e-06	-3.343771e+02	3.342204e+02
4.969465022140457e-06	-3.314425e+02	3.312349e+02
4.969862031137771e-06	-3.309840e+02	3.307697e+02
4.970656049132400e-06	-3.299591e+02	3.297314e+02
4.972244085121658e-06	-3.277922e+02	3.275378e+02
4.972641094118972e-06	-3.272159e+02	3.269548e+02
4.973435112113602e-06	-3.260083e+02	3.257339e+02
4.973633616612258e-06	-3.256984e+02	3.254207e+02
4.974030625609573e-06	-3.250586e+02	3.247743e+02
4.974824643604202e-06	-3.237501e+02	3.234525e+02
4.975023148102859e-06	-3.234144e+02	3.231136e+02
4.975432563631340e-06	-3.227089e+02	3.224012e+02
4.975507002818336e-06	-3.225786e+02	3.222697e+02
4.975606255067665e-06	-3.224039e+02	3.220933e+02
4.975804759566322e-06	-3.220528e+02	3.217390e+02
4.975810962831905e-06	-3.220418e+02	3.217278e+02
4.975823369363071e-06	-3.220197e+02	3.217055e+02
4.975848182425403e-06	-3.219754e+02	3.216609e+02
4.975897808550067e-06	-3.218867e+02	3.215713e+02
4.975997060799396e-06	-3.217088e+02	3.213918e+02
4.976005837977821e-06	-3.216931e+02	3.213759e+02
4.976023392334672e-06	-3.216614e+02	3.213440e+02
4.976058501048373e-06	-3.215982e+02	3.212802e+02
4.976064669597582e-06	-3.215871e+02	3.212689e+02
4.976077006696001e-06	-3.215648e+02	3.212465e+02
4.976101680892837e-06	-3.215202e+02	3.212014e+02
4.976151029286510e-06	-3.214309e+02	3.211113e+02
4.976207910990535e-06	-3.213276e+02	3.210071e+02
4.976253188127700e-06	-3.212453e+02	3.209240e+02
4.976298020113335e-06	-3.211635e+02	3.208415e+02
4.976358731249479e-06	-3.210524e+02	3.207294e+02
4.976480153521767e-06	-3.208288e+02	3.205038e+02
4.976722998066343e-06	-3.203793e+02	3.200503e+02
4.976730023205563e-06	-3.203662e+02	3.200371e+02
4.976744073484005e-06	-3.203400e+02	3.200106e+02
4.976772174040888e-06	-3.202875e+02	3.199576e+02
4.976828375154655e-06	-3.201823e+02	3.198515e+02
4.976834531665767e-06	-3.201707e+02	3.198399e+02
4.976846844687990e-06	-3.201476e+02	3.198166e+02
4.976871470732437e-06	-3.201014e+02	3.197699e+02
4.976920722821330e-06	-3.200087e+02	3.196764e+02
4.976974470935796e-06	-3.199073e+02	3.195742e+02
4.977025345426333e-06	-3.198112e+02	3.194772e+02
4.977069265211271e-06	-3.197280e+02	3.193932e+02
4.977188520331318e-06	-3.195011e+02	3.191644e+02
4.977307775451365e-06	-3.192729e+02	3.189342e+02
4.977427030571412e-06	-3.190434e+02	3.187028e+02
4.977546285691458e-06	-3.188126e+02	3.184700e+02
4.977665540811505e-06	-3.185804e+02	3.182359e+02
4.977784795931552e-06	-3.183470e+02	3.180005e+02
4.977904051051598e-06	-3.181123e+02	3.177638e+02
4.977992400381067e-06	-3.179374e+02	3.175875e+02
4.978116053520971e-06	-3.176912e+02	3.173392e+02
4.978376525512955e-06	-3.171696e+02	3.168134e+02
4.978409018046217e-06	-3.171040e+02	3.167473e+02
4.978441510579480e-06	-3.170383e+02	3.166811e+02
4.978474003112742e-06	-3.169725e+02	3.166148e+02
4.978506495646004e-06	-3.169066e+02	3.165484e+02
4.978538988179266e-06	-3.168407e+02	3.164819e+02
4.978571480712529e-06	-3.167746e+02	3.164152e+02
4.978603973245791e-06	-3.167084e+02	3.163485e+02
4.978622760136736e-06	-3.166701e+02	3.163099e+02
4.978660333918626e-06	-3.165934e+02	3.162326e+02
4.978735481482406e-06	-3.164395e+02	3.160774e+02
4.978846073410651e-06	-3.162119e+02	3.158480e+02
4.979048317888045e-06	-3.157920e+02	3.154249e+02
4.979452806842835e-06	-3.149383e+02	3.145646e+02
4.980261784752413e-06	-3.131883e+02	3.128016e+02
4.981170268368587e-06	-3.111591e+02	3.107578e+02
4.982169972647381e-06	-3.088412e+02	3.084239e+02
4.983241965957504e-06	-3.062699e+02	3.058356e+02
4.983854778365396e-06	-3.047528e+02	3.043089e+02
4.984653747378639e-06	-3.027262e+02	3.022698e+02
4.984942011658101e-06	-3.019823e+02	3.015214e+02
4.985269255003660e-06	-3.011252e+02	3.006593e+02
4.985619589842867e-06	-3.001978e+02	2.997266e+02
4.985953230575756e-06	-2.993049e+02	2.988285e+02
4.986308273635840e-06	-2.983435e+02	2.978617e+02
4.986738480750563e-06	-2.971645e+02	2.966761e+02
4.987160375578649e-06	-2.959950e+02	2.955003e+02
4.987420457053902e-06	-2.952663e+02	2.947677e+02
4.987721074692612e-06	-2.944155e+02	2.939123e+02
4.988092203230845e-06	-2.933545e+02	2.928458e+02
4.988509314053564e-06	-2.921483e+02	2.916333e+02
4.989005883432802e-06	-2.906924e+02	2.901700e+02
4.989638580921490e-06	-2.888050e+02	2.882733e+02
4.990558033176529e-06	-2.859997e+02	2.854545e+02
4.991824821402379e-06	-2.820175e+02	2.814540e+02
4.993563414015194e-06	-2.763391e+02	2.757510e+02
4.995780327545761e-06	-2.687607e+02	2.681419e+02
4.998369753584452e-06	-2.594499e+02	2.587964e+02
5.001169612751959e-06	-2.488574e+02	2.481679e+02
5.003783058719360e-06	-2.384811e+02	2.377594e+02
5.006389090740782e-06	-2.276710e+02	2.269185e+02
5.008896065287286e-06	-2.168588e+02	2.160782e+02
5.011409665471141e-06	-2.056346e+02	2.048272e+02
5.013752143443105e-06	-1.948483e+02	1.940173e+02
5.015990287074330e-06	-1.842570e+02	1.834046e+02
5.018187342912391e-06	-1.736051e+02	1.727330e+02
5.020392282366728e-06	-1.626807e+02	1.617900e+02
5.022491538021724e-06	-1.520620e+02	1.511548e+02
5.025184576992750e-06	-1.381501e+02	1.372237e+02
5.028591249070948e-06	-1.201674e+02	1.192193e+02
5.032629115037754e-06	-9.836551e+01	9.739603e+01
5.037861768675865e-06	-6.950632e+01	6.851581e+01
5.043831270678765e-06	-3.602377e+01	3.501933e+01
5.052719049180918e-06	1.413136e+01	-1.513722e+01
5.063623691622261e-06	7.457871e+01	-7.555662e+01
5.077444715117312e-06	1.485430e+02	-1.494506e+02
5.081394000000000e-06	1.684392e+02	-1.693176e+02
5.089292569765375e-06	2.050028e+02	-2.058061e+02
5.099254000000000e-06	2.480592e+02	-2.487562e+02
5.100250143023462e-06	2.518495e+02	-2.525343e+02
5.102242429070387e-06	2.592181e+02	-2.598777e+02
5.109144855812300e-06	2.829552e+02	-2.835241e+02
5.112847130216851e-06	2.942664e+02	-2.947837e+02
5.113976320974047e-06	2.975070e+02	-2.980082e+02
5.114306057540882e-06	2.984247e+02	-2.989212e+02
5.117114000000000e-06	3.058796e+02	-3.063351e+02
5.122450486671228e-06	3.182145e+02	-3.185898e+02
5.122700486671227e-06	3.187316e+02	-3.191031e+02
5.123200486671228e-06	3.197567e+02	-3.201206e+02
5.123206454860660e-06	3.197689e+02	-3.201326e+02
5.123207946908019e-06	3.197719e+02	-3.201356e+02
5.123210931002735e-06	3.197779e+02	-3.201416e+02
5.123216899192167e-06	3.197900e+02	-3.201536e+02
5.123228835571032e-06	3.198141e+02	-3.201775e+02
5.123252708328762e-06	3.198623e+02	-3.202253e+02
5.123300453844222e-06	3.199586e+02	-3.203209e+02
5.123339243759132e-06	3.200367e+02	-3.203984e+02
5.123378783016735e-06	3.201161e+02	-3.204773e+02
5.123416492900190e-06	3.201918e+02	-3.205523e+02
5.123454465782609e-06	3.202679e+02	-3.206278e+02
5.123501063328409e-06	3.203610e+02	-3.207203e+02
5.123548151752939e-06	3.204550e+02	-3.208135e+02
5.123556599020102e-06	3.204719e+02	-3.208303e+02
5.123573493554428e-06	3.205056e+02	-3.208636e+02
5.123607282623079e-06	3.205728e+02	-3.209303e+02
5.123674860760384e-06	3.207068e+02	-3.210633e+02
5.123789057483028e-06	3.209325e+02	-3.212873e+02
5.123896971660659e-06	3.211448e+02	-3.214980e+02
5.124041283053369e-06	3.214271e+02	-3.217780e+02
5.124190016338996e-06	3.217161e+02	-3.220647e+02
5.124390598216926e-06	3.221024e+02	-3.224479e+02
5.124695056008109e-06	3.226841e+02	-3.230248e+02
5.124742318377295e-06	3.227737e+02	-3.231137e+02
5.124836843115665e-06	3.229516e+02	-3.232902e+02
5.125025892592408e-06	3.233049e+02	-3.236406e+02
5.125318762332050e-06	3.238466e+02	-3.241778e+02
5.125632396858886e-06	3.244202e+02	-3.247464e+02
5.125803147289938e-06	3.247293e+02	-3.250529e+02
5.125841120503146e-06	3.247976e+02	-3.251206e+02
5.125917066929563e-06	3.249335e+02	-3.252553e+02
5.125977694672506e-06	3.250417e+02	-3.253626e+02
5.126039338316019e-06	3.251514e+02	-3.254713e+02
5.126113089076410e-06	3.252822e+02	-3.256009e+02
5.126190599955073e-06	3.254190e+02	-3.257365e+02
5.126345621712399e-06	3.256912e+02	-3.260063e+02
5.126455676713233e-06	3.258833e+02	-3.261967e+02
5.126544223658671e-06	3.260371e+02	-3.263491e+02
5.126607928221092e-06	3.261473e+02	-3.264583e+02
5.126672400458782e-06	3.262585e+02	-3.265685e+02
5.126745494870814e-06	3.263840e+02	-3.266928e+02
5.126823173234227e-06	3.265168e+02	-3.268243e+02
5.126978529961054e-06	3.267802e+02	-3.270853e+02
5.127289243414708e-06	3.272989e+02	-3.275992e+02
5.127910670322016e-06	3.283075e+02	-3.285979e+02
5.128916962639092e-06	3.298517e+02	-3.301261e+02
5.130929547273244e-06	3.326330e+02	-3.328749e+02
5.134043726741553e-06	3.363238e+02	-3.365149e+02
5.136537981863604e-06	3.387053e+02	-3.388552e+02
5.138903718835145e-06	3.404124e+02	-3.405226e+02
5.140936855421115e-06	3.414463e+02	-3.415223e+02
5.143082190080490e-06	3.420523e+02	-3.420918e+02
5.146044393722353e-06	3.421402e+02	-3.421290e+02
5.149460935208042e-06	3.412750e+02	-3.412051e+02
5.152694318681687e-06	3.396718e+02	-3.395463e+02
5.153098012065813e-06	3.393937e+02	-3.392613e+02
5.153905398834064e-06	3.387204e+02	-3.385740e+02
5.155520172370568e-06	3.372501e+02	-3.370760e+02
5.155923865754693e-06	3.368459e+02	-3.366649e+02
5.156731252522945e-06	3.359796e+02	-3.357847e+02
5.157349408017387e-06	3.352763e+02	-3.350708e+02
5.157425100526911e-06	3.351872e+02	-3.349804e+02
5.157526023872942e-06	3.350674e+02	-3.348589e+02
5.157727870565005e-06	3.348259e+02	-3.346140e+02
5.157734178274132e-06	3.348183e+02	-3.346063e+02
5.157746793692385e-06	3.348031e+02	-3.345908e+02
5.157772024528893e-06	3.347725e+02	-3.345598e+02
5.157822486201909e-06	3.347111e+02	-3.344976e+02
5.157923409547940e-06	3.345879e+02	-3.343726e+02
5.157932328768128e-06	3.345769e+02	-3.343615e+02
5.157950167208504e-06	3.345550e+02	-3.343393e+02
5.157985844089255e-06	3.345111e+02	-3.342947e+02
5.158029249437611e-06	3.344575e+02	-3.342404e+02
5.158078030332662e-06	3.343970e+02	-3.341791e+02
5.158129009694287e-06	3.343336e+02	-3.341148e+02
5.158181868249394e-06	3.342675e+02	-3.340479e+02
5.159034723763550e-06	3.331655e+02	-3.329313e+02
5.159062686239424e-06	3.331282e+02	-3.328935e+02
5.159118611191172e-06	3.330532e+02	-3.328176e+02
5.159230461094668e-06	3.329022e+02	-3.326647e+02
5.159454160901659e-06	3.325981e+02	-3.323567e+02
5.159456602404384e-06	3.325947e+02	-3.323533e+02
5.159461485409834e-06	3.325880e+02	-3.323466e+02
5.159471251420733e-06	3.325746e+02	-3.323330e+02
5.159490783442533e-06	3.325477e+02	-3.323058e+02
5.159529847486132e-06	3.324938e+02	-3.322513e+02
5.159572824579638e-06	3.324344e+02	-3.321911e+02
5.159605051976709e-06	3.323898e+02	-3.321459e+02
5.159637959400948e-06	3.323441e+02	-3.320997e+02
5.159655839315155e-06	3.323192e+02	-3.320745e+02
5.159665558758763e-06	3.323057e+02	-3.320608e+02
5.159678441273127e-06	3.322878e+02	-3.320426e+02
5.159985534056827e-06	3.318558e+02	-3.316054e+02
5.160292626840527e-06	3.314145e+02	-3.311589e+02
5.160599719624227e-06	3.309639e+02	-3.307031e+02
5.160906812407927e-06	3.305039e+02	-3.302380e+02
5.161213905191627e-06	3.300346e+02	-3.297635e+02
5.161520997975327e-06	3.295561e+02	-3.292798e+02
5.161828090759027e-06	3.290681e+02	-3.287867e+02
5.162361957419490e-06	3.281917e+02	-3.279013e+02
5.163429690740416e-06	3.263409e+02	-3.260327e+02
5.165475912814368e-06	3.225734e+02	-3.222312e+02
5.166453495081842e-06	3.206590e+02	-3.203007e+02
5.167406342790545e-06	3.186974e+02	-3.183233e+02
5.167769938903798e-06	3.179286e+02	-3.175486e+02
5.167894204320136e-06	3.176615e+02	-3.172795e+02
5.167961823827369e-06	3.175152e+02	-3.171321e+02
5.168028804419307e-06	3.173698e+02	-3.169856e+02
5.168127360251467e-06	3.171550e+02	-3.167692e+02
5.168248583833491e-06	3.168896e+02	-3.165018e+02
5.168399989716042e-06	3.165561e+02	-3.161659e+02
5.168585852138693e-06	3.161440e+02	-3.157507e+02
5.168799614786499e-06	3.156659e+02	-3.152692e+02
5.169083668852816e-06	3.150240e+02	-3.146226e+02
5.169432716044849e-06	3.142266e+02	-3.138196e+02
5.169670622725129e-06	3.136774e+02	-3.132666e+02
5.169855706217334e-06	3.132460e+02	-3.128322e+02
5.170079079136182e-06	3.127209e+02	-3.123036e+02
5.170301907788258e-06	3.121932e+02	-3.117722e+02
5.170470377142828e-06	3.117911e+02	-3.113675e+02
5.170660621615862e-06	3.113338e+02	-3.109071e+02
5.170858336443415e-06	3.108549e+02	-3.104251e+02
5.171115144444996e-06	3.102277e+02	-3.097937e+02
5.171389282439534e-06	3.095513e+02	-3.091130e+02
5.171773048930035e-06	3.085927e+02	-3.081484e+02
5.172229583857558e-06	3.074329e+02	-3.069814e+02
5.173054337048026e-06	3.052831e+02	-3.048187e+02
5.174410492069132e-06	3.016273e+02	-3.011419e+02
5.175872241603066e-06	2.975103e+02	-2.970026e+02
5.177857949042237e-06	2.916141e+02	-2.910767e+02
5.180296506284676e-06	2.839441e+02	-2.833710e+02
5.182935955644775e-06	2.751164e+02	-2.745058e+02
5.185780240772161e-06	2.650177e+02	-2.643682e+02
5.188424534316232e-06	2.550923e+02	-2.544080e+02
5.191096468383248e-06	2.445444e+02	-2.438263e+02
5.193686506666896e-06	2.338492e+02	-2.330998e+02
5.196298949578089e-06	2.226134e+02	-2.218340e+02
5.198827851710936e-06	2.113339e+02	-2.105269e+02
5.201262718477772e-06	2.001015e+02	-1.992693e+02
5.204005621672822e-06	1.870427e+02	-1.861840e+02
5.206914340856212e-06	1.727522e+02	-1.718675e+02
5.210643575090923e-06	1.538311e+02	-1.529164e+02
5.215000520538999e-06	1.309792e+02	-1.300342e+02
5.220843552988712e-06	9.928052e+01	-9.830372e+01
5.228904785648070e-06	5.425054e+01	-5.324706e+01
5.241308860568357e-06	-1.531897e+01	1.632141e+01
5.263813085687089e-06	-1.379774e+02	1.388972e+02
5.273417387562078e-06	-1.873447e+02	1.881992e+02
5.276505396250021e-06	-2.019675e+02	2.027931e+02
5.282681413625907e-06	-2.296159e+02	2.303770e+02
5.284723068492870e-06	-2.381773e+02	2.389150e+02
5.287445274982155e-06	-2.490747e+02	2.497798e+02
5.290625364195116e-06	-2.611180e+02	2.617832e+02
5.295714000000000e-06	-2.793886e+02	2.799876e+02
5.296222863580488e-06	-2.810641e+02	2.816561e+02
5.297240590741465e-06	-2.843545e+02	2.849325e+02
5.299276045063420e-06	-2.906728e+02	2.912222e+02
5.302434049100935e-06	-3.000417e+02	3.005461e+02
5.304243027659948e-06	-3.049657e+02	3.054436e+02
5.305576023708527e-06	-3.084555e+02	3.089136e+02
5.306909019757106e-06	-3.117931e+02	3.122313e+02
5.308242015805685e-06	-3.149785e+02	3.153966e+02
5.309575011854263e-06	-3.180117e+02	3.184095e+02
5.310908007902842e-06	-3.208927e+02	3.212701e+02
5.312241003951421e-06	-3.236216e+02	3.239783e+02
5.313574000000000e-06	-3.261982e+02	3.265342e+02
5.314493528396516e-06	-3.278686e+02	3.281900e+02
5.315413056793031e-06	-3.294658e+02	3.297727e+02
5.316332585189547e-06	-3.309898e+02	3.312821e+02
5.317252113586061e-06	-3.324407e+02	3.327184e+02
5.318171641982577e-06	-3.338184e+02	3.340815e+02
5.319091170379093e-06	-3.351230e+02	3.353714e+02
5.320010698775608e-06	-3.363544e+02	3.365880e+02
5.320260698775608e-06	-3.366720e+02	3.369016e+02
5.320760698775608e-06	-3.372962e+02	3.375178e+02
5.320885698775608e-06	-3.374494e+02	3.376689e+02
5.320916948775608e-06	-3.374872e+02	3.377062e+02
5.320979448775608e-06	-3.375626e+02	3.377806e+02
5.321027047200537e-06	-3.376198e+02	3.378370e+02
5.321065541643100e-06	-3.376659e+02	3.378825e+02
5.321109398495880e-06	-3.377182e+02	3.379342e+02
5.321150427026961e-06	-3.377671e+02	3.379823e+02
5.321190410981348e-06	-3.378145e+02	3.380291e+02
5.321239863969842e-06	-3.378730e+02	3.380868e+02
5.321246518650435e-06	-3.378809e+02	3.380946e+02
5.321259828011623e-06	-3.378965e+02	3.381100e+02
5.321286446733997e-06	-3.379278e+02	3.381409e+02
5.321339684178745e-06	-3.379902e+02	3.382025e+02
5.321432754525473e-06	-3.380987e+02	3.383094e+02
5.321530941518881e-06	-3.382124e+02	3.384215e+02
5.321653815273237e-06	-3.383534e+02	3.385605e+02
5.321782958794396e-06	-3.385001e+02	3.387051e+02
5.321942059310408e-06	-3.386785e+02	3.388810e+02
5.322169514196283e-06	-3.389285e+02	3.391273e+02
5.322624423968033e-06	-3.394156e+02	3.396070e+02
5.323042385016503e-06	-3.398494e+02	3.400340e+02
5.323382625445697e-06	-3.401907e+02	3.403698e+02
5.323694429794129e-06	-3.404957e+02	3.406697e+02
5.323723339871181e-06	-3.405234e+02	3.406970e+02
5.323781160025285e-06	-3.405784e+02	3.407510e+02
5.323858243406573e-06	-3.406512e+02	3.408226e+02
5.323936948138706e-06	-3.407250e+02	3.408951e+02
5.324013731258931e-06	-3.407965e+02	3.409653e+02
5.324124533454500e-06	-3.408987e+02	3.410657e+02
5.324206834791482e-06	-3.409739e+02	3.411396e+02
5.324267093153754e-06	-3.410286e+02	3.411933e+02
5.324331361997450e-06	-3.410865e+02	3.412502e+02
5.324404756695113e-06	-3.411522e+02	3.413147e+02
5.324482602182626e-06	-3.412212e+02	3.413824e+02
5.324638293157650e-06	-3.413569e+02	3.415156e+02
5.324949675107699e-06	-3.416204e+02	3.417738e+02
5.325529762700375e-06	-3.420864e+02	3.422303e+02
5.326327280538533e-06	-3.426663e+02	3.427971e+02
5.327922316214847e-06	-3.435969e+02	3.437012e+02
5.331112387567475e-06	-3.448472e+02	3.448979e+02
5.333689885243710e-06	-3.452899e+02	3.452971e+02
5.335646684019708e-06	-3.451709e+02	3.451448e+02
5.337702977447314e-06	-3.446286e+02	3.445673e+02
5.339590832803064e-06	-3.437277e+02	3.436340e+02
5.342565815447017e-06	-3.415724e+02	3.414275e+02
5.345904525292234e-06	-3.382290e+02	3.380268e+02
5.349191279162036e-06	-3.341439e+02	3.338853e+02
5.349579937906351e-06	-3.335869e+02	3.333217e+02
5.350357255394980e-06	-3.323620e+02	3.320835e+02
5.351911890372239e-06	-3.297990e+02	3.294941e+02
5.352300549116553e-06	-3.291248e+02	3.288134e+02
5.353077866605183e-06	-3.276992e+02	3.273747e+02
5.354632501582441e-06	-3.247361e+02	3.243856e+02
5.355021160326756e-06	-3.239623e+02	3.236052e+02
5.355798477815385e-06	-3.223623e+02	3.219923e+02
5.355992807187542e-06	-3.219547e+02	3.215815e+02
5.356381465931857e-06	-3.211266e+02	3.207469e+02
5.356466455091802e-06	-3.209440e+02	3.205629e+02
5.356636433411692e-06	-3.205760e+02	3.201920e+02
5.356678927991664e-06	-3.204836e+02	3.200990e+02
5.356763917151609e-06	-3.202980e+02	3.199120e+02
5.356933895471499e-06	-3.199255e+02	3.195367e+02
5.356948667697200e-06	-3.198931e+02	3.195040e+02
5.356978212148602e-06	-3.198280e+02	3.194384e+02
5.357037301051406e-06	-3.196975e+02	3.193070e+02
5.357043200084253e-06	-3.196845e+02	3.192939e+02
5.357054998149948e-06	-3.196584e+02	3.192676e+02
5.357078594281339e-06	-3.196062e+02	3.192150e+02
5.357125786544120e-06	-3.195016e+02	3.191096e+02
5.357182605196684e-06	-3.193754e+02	3.189825e+02
5.357228661915598e-06	-3.192729e+02	3.188792e+02
5.357275077280059e-06	-3.191694e+02	3.187750e+02
5.357321592113733e-06	-3.190655e+02	3.186703e+02
5.357414621781079e-06	-3.188567e+02	3.184600e+02
5.357600681115771e-06	-3.184363e+02	3.180365e+02
5.357984428493575e-06	-3.175631e+02	3.171570e+02
5.358147230411431e-06	-3.171875e+02	3.167788e+02
5.358333289746123e-06	-3.167556e+02	3.163438e+02
5.358570622933736e-06	-3.162008e+02	3.157852e+02
5.358701110735510e-06	-3.158935e+02	3.154757e+02
5.358831598537284e-06	-3.155843e+02	3.151644e+02
5.358962086339058e-06	-3.152733e+02	3.148513e+02
5.359092574140831e-06	-3.149605e+02	3.145364e+02
5.359223061942605e-06	-3.146459e+02	3.142197e+02
5.359353549744378e-06	-3.143294e+02	3.139011e+02
5.359484037546152e-06	-3.140112e+02	3.135808e+02
5.360119806487496e-06	-3.124322e+02	3.119916e+02
5.361391344370183e-06	-3.091701e+02	3.087092e+02
5.362821110671536e-06	-3.053603e+02	3.048768e+02
5.363953333092145e-06	-3.022262e+02	3.017251e+02
5.364816679472076e-06	-2.997572e+02	2.992427e+02
5.365608326181692e-06	-2.974410e+02	2.969144e+02
5.365889061321642e-06	-2.966056e+02	2.960747e+02
5.366301205551627e-06	-2.953636e+02	2.948266e+02
5.366593584919775e-06	-2.944744e+02	2.939330e+02
5.366929352678467e-06	-2.934437e+02	2.928972e+02
5.367252791706912e-06	-2.924422e+02	2.918910e+02
5.367564362695543e-06	-2.914692e+02	2.909133e+02
5.367878287954125e-06	-2.904805e+02	2.899200e+02
5.368207428036745e-06	-2.894346e+02	2.888693e+02
5.368602321157484e-06	-2.881681e+02	2.875969e+02
5.369016537797919e-06	-2.868244e+02	2.862472e+02
5.369652683705937e-06	-2.847342e+02	2.841477e+02
5.370263576224464e-06	-2.826919e+02	2.820966e+02
5.371447431280704e-06	-2.786471e+02	2.780350e+02
5.372682620470038e-06	-2.743076e+02	2.736781e+02
5.374563688219120e-06	-2.674482e+02	2.667929e+02
5.377180284434040e-06	-2.574880e+02	2.567981e+02
5.379985385772253e-06	-2.463007e+02	2.455750e+02
5.382708131614197e-06	-2.349328e+02	2.341740e+02
5.385299338320013e-06	-2.236556e+02	2.228668e+02
5.387832715503679e-06	-2.122153e+02	2.113987e+02
5.390368075281664e-06	-2.003864e+02	1.995435e+02
5.392735058568284e-06	-1.890119e+02	1.881459e+02
5.395241531947591e-06	-1.766269e+02	1.757380e+02
5.398155430719123e-06	-1.618310e+02	1.609176e+02
5.401628899937808e-06	-1.436978e+02	1.427582e+02
5.405764345375418e-06	-1.214818e+02	1.205154e+02
5.411190756798294e-06	-9.149526e+01	9.050141e+01
5.418248927132597e-06	-5.152372e+01	5.050797e+01
5.429515085022196e-06	1.268976e+01	-1.370704e+01
5.447705082226814e-06	1.147453e+02	-1.157104e+02
5.454099679390708e-06	1.488536e+02	-1.497808e+02
5.463822805672213e-06	1.962210e+02	-1.970620e+02
5.476612000000000e-06	2.535828e+02	-2.542894e+02
5.477890919432778e-06	2.584802e+02	-2.591707e+02
5.480448758298335e-06	2.681414e+02	-2.687992e+02
5.480756270990994e-06	2.692782e+02	-2.699319e+02
5.481371296376311e-06	2.714991e+02	-2.721447e+02
5.485061448688216e-06	2.840733e+02	-2.846687e+02
5.489981651770756e-06	2.992705e+02	-2.997960e+02
5.494472000000000e-06	3.120652e+02	-3.125252e+02
5.494921034822924e-06	3.131933e+02	-3.136464e+02
5.496638809509709e-06	3.173804e+02	-3.178074e+02
5.498356584196494e-06	3.213157e+02	-3.217161e+02
5.500074358883280e-06	3.249989e+02	-3.253728e+02
5.501792133570065e-06	3.284303e+02	-3.287772e+02
5.503509908256850e-06	3.316098e+02	-3.319295e+02
5.505227682943635e-06	3.345373e+02	-3.348296e+02
5.506945457630420e-06	3.372129e+02	-3.374776e+02
5.507195457630420e-06	3.375742e+02	-3.378349e+02
5.507695457630420e-06	3.382858e+02	-3.385384e+02
5.507820457630420e-06	3.384608e+02	-3.387114e+02
5.507851707630420e-06	3.385041e+02	-3.387541e+02
5.507914207630420e-06	3.385904e+02	-3.388394e+02
5.507959928541395e-06	3.386533e+02	-3.389016e+02
5.507998539107244e-06	3.387063e+02	-3.389540e+02
5.508040880556881e-06	3.387642e+02	-3.390112e+02
5.508086243002398e-06	3.388261e+02	-3.390724e+02
5.508131828561337e-06	3.388882e+02	-3.391337e+02
5.508181045429048e-06	3.389550e+02	-3.391997e+02
5.508188533181789e-06	3.389651e+02	-3.392097e+02
5.508203508687270e-06	3.389854e+02	-3.392297e+02
5.508233459698233e-06	3.390258e+02	-3.392696e+02
5.508293361720157e-06	3.391063e+02	-3.393492e+02
5.508394830650912e-06	3.392421e+02	-3.394833e+02
5.508503174808414e-06	3.393860e+02	-3.396255e+02
5.508639770869084e-06	3.395660e+02	-3.398033e+02
