time	V(quada)	V(quadb)
3.154313324768692e-05	3.634707e+02	-3.637913e+02
3.154317787313475e-05	3.635500e+02	-3.638698e+02
3.154321780522889e-05	3.636207e+02	-3.639398e+02
3.154325525395575e-05	3.636870e+02	-3.640054e+02
3.154329276152221e-05	3.637531e+02	-3.640709e+02
3.154333367199636e-05	3.638251e+02	-3.641422e+02
3.154338459589833e-05	3.639146e+02	-3.642307e+02
3.154343373546263e-05	3.640006e+02	-3.643160e+02
3.154344265242050e-05	3.640162e+02	-3.643314e+02
3.154346048633625e-05	3.640474e+02	-3.643622e+02
3.154349615416774e-05	3.641096e+02	-3.644238e+02
3.154356748983074e-05	3.642335e+02	-3.645464e+02
3.154368604862712e-05	3.644384e+02	-3.647493e+02
3.154380003947046e-05	3.646342e+02	-3.649431e+02
3.154395043184009e-05	3.648905e+02	-3.651967e+02
3.154410823428926e-05	3.651570e+02	-3.654604e+02
3.154432055280320e-05	3.655108e+02	-3.658106e+02
3.154468761357871e-05	3.661120e+02	-3.664053e+02
3.154512117318407e-05	3.668069e+02	-3.670926e+02
3.154551564629926e-05	3.674250e+02	-3.677037e+02
3.154578189753121e-05	3.678347e+02	-3.681087e+02
3.154581976011344e-05	3.678922e+02	-3.681655e+02
3.154589548527791e-05	3.680064e+02	-3.682784e+02
3.154596376774119e-05	3.681089e+02	-3.683797e+02
3.154604453730231e-05	3.682296e+02	-3.684990e+02
3.154612285889278e-05	3.683460e+02	-3.686140e+02
3.154623689245518e-05	3.685145e+02	-3.687804e+02
3.154630658144956e-05	3.686169e+02	-3.688816e+02
3.154637391643945e-05	3.687152e+02	-3.689787e+02
3.154645046658070e-05	3.688265e+02	-3.690887e+02
3.154652171555594e-05	3.689295e+02	-3.691903e+02
3.154665444022234e-05	3.691194e+02	-3.693780e+02
3.154691988955514e-05	3.694937e+02	-3.697474e+02
3.154732034571124e-05	3.700440e+02	-3.702906e+02
3.154792936303534e-05	3.708466e+02	-3.710823e+02
3.154890624281227e-05	3.720367e+02	-3.722548e+02
3.155086000236613e-05	3.740835e+02	-3.742662e+02
3.155402591006719e-05	3.767035e+02	-3.768283e+02
3.155652279378090e-05	3.780974e+02	-3.781760e+02
3.155933716719352e-05	3.788857e+02	-3.789119e+02
3.156155603136672e-05	3.789302e+02	-3.789149e+02
3.156395181089304e-05	3.783161e+02	-3.782557e+02
3.156702482661907e-05	3.766354e+02	-3.765172e+02
3.157034997314955e-05	3.737614e+02	-3.735807e+02
3.157358615989506e-05	3.701045e+02	-3.698630e+02
3.157399162526211e-05	3.695620e+02	-3.693130e+02
3.157480255599619e-05	3.683491e+02	-3.680850e+02
3.157642441746435e-05	3.657885e+02	-3.654944e+02
3.157682988283140e-05	3.651086e+02	-3.648068e+02
3.157764081356548e-05	3.636854e+02	-3.633687e+02
3.157826168240876e-05	3.625525e+02	-3.622243e+02
3.157833770716508e-05	3.624105e+02	-3.620810e+02
3.157843907350684e-05	3.622201e+02	-3.618887e+02
3.157864180619036e-05	3.618373e+02	-3.615022e+02
3.157864814158672e-05	3.618253e+02	-3.614901e+02
3.157866081237944e-05	3.618012e+02	-3.614658e+02
3.157868615396488e-05	3.617529e+02	-3.614170e+02
3.157873683713576e-05	3.616561e+02	-3.613193e+02
3.157883820347752e-05	3.614621e+02	-3.611234e+02
3.157884662670966e-05	3.614459e+02	-3.611070e+02
3.157886347317393e-05	3.614135e+02	-3.610743e+02
3.157889716610248e-05	3.613486e+02	-3.610088e+02
3.157894157982006e-05	3.612629e+02	-3.609223e+02
3.157898989001318e-05	3.611695e+02	-3.608280e+02
3.157903684507549e-05	3.610784e+02	-3.607361e+02
3.157908747504009e-05	3.609800e+02	-3.606367e+02
3.157945227261674e-05	3.602646e+02	-3.599146e+02
3.157981707019340e-05	3.595345e+02	-3.591779e+02
3.158018186777004e-05	3.587898e+02	-3.584265e+02
3.158054666534669e-05	3.580304e+02	-3.576605e+02
3.158091146292334e-05	3.572564e+02	-3.568799e+02
3.158127626049999e-05	3.564677e+02	-3.560846e+02
3.158164105807664e-05	3.556644e+02	-3.552747e+02
3.158262054334828e-05	3.534187e+02	-3.530114e+02
3.158457951389157e-05	3.486860e+02	-3.482438e+02
3.158607836035836e-05	3.448634e+02	-3.443948e+02
3.158705492479960e-05	3.422449e+02	-3.417592e+02
3.158793371513647e-05	3.398077e+02	-3.393067e+02
3.158833818583220e-05	3.386624e+02	-3.381544e+02
3.158847146828388e-05	3.382801e+02	-3.377698e+02
3.158856112779095e-05	3.380214e+02	-3.375095e+02
3.158864970340196e-05	3.377649e+02	-3.372516e+02
3.158873545491515e-05	3.375159e+02	-3.370010e+02
3.158885344253047e-05	3.371720e+02	-3.366552e+02
3.158897338382192e-05	3.368210e+02	-3.363021e+02
3.158914245080081e-05	3.363239e+02	-3.358021e+02
3.158932011823942e-05	3.357984e+02	-3.352735e+02
3.158959339049393e-05	3.349848e+02	-3.344552e+02
3.158977495027521e-05	3.344407e+02	-3.339081e+02
3.158994410950502e-05	3.339306e+02	-3.333951e+02
3.159012097048514e-05	3.333942e+02	-3.328557e+02
3.159034018624005e-05	3.327250e+02	-3.321828e+02
3.159058922204535e-05	3.319592e+02	-3.314128e+02
3.159089305472301e-05	3.310167e+02	-3.304652e+02
3.159127234587903e-05	3.298271e+02	-3.292692e+02
3.159179910878005e-05	3.281493e+02	-3.275826e+02
3.159267655276863e-05	3.252888e+02	-3.247076e+02
3.159412661285323e-05	3.204155e+02	-3.198107e+02
3.159566126714845e-05	3.150511e+02	-3.144216e+02
3.159776914755758e-05	3.073190e+02	-3.066565e+02
3.160048656874228e-05	2.968099e+02	-2.961060e+02
3.160338612143700e-05	2.849667e+02	-2.842204e+02
3.160608244693370e-05	2.733604e+02	-2.725763e+02
3.160872947891073e-05	2.614144e+02	-2.605947e+02
3.161133427463605e-05	2.491537e+02	-2.483008e+02
3.161397777373239e-05	2.362293e+02	-2.353443e+02
3.161654822873175e-05	2.232235e+02	-2.223090e+02
3.161908005097310e-05	2.100146e+02	-2.090728e+02
3.162145389688187e-05	1.973056e+02	-1.963396e+02
3.162328095101702e-05	1.873036e+02	-1.863203e+02
3.162528569962629e-05	1.761191e+02	-1.751177e+02
3.162714868643252e-05	1.655446e+02	-1.645276e+02
3.162949887006019e-05	1.519647e+02	-1.509295e+02
3.163245423157681e-05	1.345665e+02	-1.335108e+02
3.163615605678201e-05	1.123425e+02	-1.112649e+02
3.164052023320668e-05	8.563417e+01	-8.453624e+01
3.164598436999690e-05	5.163972e+01	-5.052493e+01
3.165271379068011e-05	9.379133e+00	-8.257184e+00
3.166206150613541e-05	-4.893335e+01	5.004060e+01
3.167459562703605e-05	-1.240041e+02	1.250501e+02
3.169054980243625e-05	-2.141156e+02	2.150378e+02
3.169291399999999e-05	-2.264684e+02	2.273667e+02
3.169764239512749e-05	-2.493970e+02	2.502393e+02
3.170131720974501e-05	-2.664062e+02	2.672025e+02
3.170342437076495e-05	-2.756405e+02	2.764088e+02
3.170655967796011e-05	-2.885913e+02	2.893159e+02
3.171077400000000e-05	-3.052089e+02	3.058730e+02
3.171119543220398e-05	-3.067517e+02	3.074095e+02
3.171203829661196e-05	-3.097920e+02	3.104371e+02
3.171372402542792e-05	-3.157048e+02	3.163240e+02
3.171555700498314e-05	-3.218123e+02	3.224029e+02
3.171922296409360e-05	-3.334232e+02	3.339558e+02
3.171948285380428e-05	-3.342094e+02	3.347377e+02
3.172000263322566e-05	-3.357174e+02	3.362373e+02
3.172447576462902e-05	-3.477173e+02	3.481630e+02
3.172863400000000e-05	-3.572557e+02	3.576307e+02
3.173336414657541e-05	-3.659988e+02	3.662914e+02
3.173361414657541e-05	-3.663982e+02	3.666864e+02
3.173411414657541e-05	-3.671865e+02	3.674659e+02
3.173413094588041e-05	-3.672127e+02	3.674917e+02
3.173413514570666e-05	-3.672191e+02	3.674981e+02
3.173414354535916e-05	-3.672321e+02	3.675110e+02
3.173416034466417e-05	-3.672580e+02	3.675366e+02
3.173419394327417e-05	-3.673097e+02	3.675876e+02
3.173424977557118e-05	-3.673954e+02	3.676724e+02
3.173428611170403e-05	-3.674511e+02	3.677274e+02
3.173432138291665e-05	-3.675049e+02	3.677806e+02
3.173436056755862e-05	-3.675646e+02	3.678397e+02
3.173440415304025e-05	-3.676309e+02	3.679051e+02
3.173444790065257e-05	-3.676971e+02	3.679706e+02
3.173449858633836e-05	-3.677737e+02	3.680463e+02
3.173450570877267e-05	-3.677845e+02	3.680569e+02
3.173451995364130e-05	-3.678059e+02	3.680782e+02
3.173454844337856e-05	-3.678488e+02	3.681205e+02
3.173460542285307e-05	-3.679341e+02	3.682048e+02
3.173470332461279e-05	-3.680802e+02	3.683491e+02
3.173480795123393e-05	-3.682352e+02	3.685023e+02
3.173493848721767e-05	-3.684270e+02	3.686918e+02
3.173507835964083e-05	-3.686307e+02	3.688931e+02
3.173525429244610e-05	-3.688839e+02	3.691431e+02
3.173551380058607e-05	-3.692510e+02	3.695056e+02
3.173589907959144e-05	-3.697841e+02	3.700319e+02
3.173632570742569e-05	-3.703594e+02	3.705996e+02
3.173667038969837e-05	-3.708111e+02	3.710451e+02
3.173703265181583e-05	-3.712755e+02	3.715031e+02
3.173704492055722e-05	-3.712910e+02	3.715183e+02
3.173706945804001e-05	-3.713217e+02	3.715486e+02
3.173711853300558e-05	-3.713830e+02	3.716090e+02
3.173716954097835e-05	-3.714464e+02	3.716716e+02
3.173723320045927e-05	-3.715252e+02	3.717492e+02
3.173729985370356e-05	-3.716072e+02	3.718300e+02
3.173742611784371e-05	-3.717615e+02	3.719821e+02
3.173749676770371e-05	-3.718473e+02	3.720666e+02
3.173755965487834e-05	-3.719231e+02	3.721413e+02
3.173762379275794e-05	-3.720000e+02	3.722171e+02
3.173770544732254e-05	-3.720973e+02	3.723129e+02
3.173779451167663e-05	-3.722025e+02	3.724164e+02
3.173797264038480e-05	-3.724097e+02	3.726204e+02
3.173832889780116e-05	-3.728121e+02	3.730164e+02
3.173903173945034e-05	-3.735648e+02	3.737565e+02
3.174010638425089e-05	-3.745987e+02	3.747708e+02
3.174225567385199e-05	-3.762790e+02	3.764120e+02
3.174536633568371e-05	-3.780092e+02	3.780848e+02
3.174778607898606e-05	-3.786984e+02	3.787291e+02
3.175055760085548e-05	-3.787257e+02	3.787046e+02
3.175277798217680e-05	-3.781746e+02	3.781117e+02
3.175518103418078e-05	-3.769149e+02	3.768068e+02
3.175824422939142e-05	-3.744194e+02	3.742535e+02
3.176155319258646e-05	-3.709178e+02	3.706896e+02
3.176195651425094e-05	-3.704089e+02	3.701732e+02
3.176276315757989e-05	-3.692621e+02	3.690113e+02
3.176437644423780e-05	-3.668343e+02	3.665534e+02
3.176477976590228e-05	-3.661877e+02	3.658993e+02
3.176558640923124e-05	-3.648029e+02	3.644995e+02
3.176719969588915e-05	-3.619005e+02	3.615673e+02
3.176760301755362e-05	-3.611357e+02	3.607950e+02
3.176840966088258e-05	-3.595438e+02	3.591883e+02
3.176861132171482e-05	-3.591367e+02	3.587776e+02
3.176902724718131e-05	-3.582822e+02	3.579154e+02
3.176910286999340e-05	-3.581246e+02	3.577564e+02
3.176920370040952e-05	-3.579133e+02	3.575432e+02
3.176940536124176e-05	-3.574888e+02	3.571151e+02
3.176941166314277e-05	-3.574754e+02	3.571016e+02
3.176942426694478e-05	-3.574487e+02	3.570747e+02
3.176944947454881e-05	-3.573952e+02	3.570207e+02
3.176949988975687e-05	-3.572880e+02	3.569126e+02
3.176960072017299e-05	-3.570731e+02	3.566958e+02
3.176960976392237e-05	-3.570538e+02	3.566763e+02
3.176962785142113e-05	-3.570150e+02	3.566373e+02
3.176966402641864e-05	-3.569375e+02	3.565591e+02
3.176971159228951e-05	-3.568354e+02	3.564561e+02
3.176976636577230e-05	-3.567175e+02	3.563372e+02
3.176981429871854e-05	-3.566141e+02	3.562330e+02
3.176986604802761e-05	-3.565023e+02	3.561201e+02
3.176991519709790e-05	-3.563957e+02	3.560127e+02
3.177001349523848e-05	-3.561815e+02	3.557968e+02
3.177021009151966e-05	-3.557495e+02	3.553612e+02
3.177064014588471e-05	-3.547960e+02	3.543998e+02
3.177079630455466e-05	-3.544446e+02	3.540456e+02
3.177095246322461e-05	-3.540906e+02	3.536888e+02
3.177110862189455e-05	-3.537341e+02	3.533294e+02
3.177126478056449e-05	-3.533749e+02	3.529675e+02
3.177142093923444e-05	-3.530132e+02	3.526029e+02
3.177157709790438e-05	-3.526489e+02	3.522358e+02
3.177173325657433e-05	-3.522820e+02	3.518661e+02
3.177203429403500e-05	-3.515653e+02	3.511441e+02
3.177263636895634e-05	-3.500980e+02	3.496660e+02
3.177384051879901e-05	-3.470682e+02	3.466147e+02
3.177490319975151e-05	-3.442899e+02	3.438177e+02
3.177599771916417e-05	-3.413078e+02	3.408164e+02
3.177711005637905e-05	-3.381740e+02	3.376633e+02
3.177763685983617e-05	-3.366486e+02	3.361288e+02
3.177812927592146e-05	-3.351945e+02	3.346663e+02
3.177838117751757e-05	-3.344406e+02	3.339081e+02
3.177877965859802e-05	-3.332337e+02	3.326945e+02
3.177913938720993e-05	-3.321328e+02	3.315876e+02
3.177946464436096e-05	-3.311263e+02	3.305756e+02
3.177982952585677e-05	-3.299842e+02	3.294273e+02
3.178030211828775e-05	-3.284881e+02	3.279234e+02
3.178064540472248e-05	-3.273890e+02	3.268185e+02
3.178101965129430e-05	-3.261768e+02	3.256001e+02
3.178143000623839e-05	-3.248316e+02	3.242481e+02
3.178198993891524e-05	-3.229700e+02	3.223774e+02
3.178266591100349e-05	-3.206818e+02	3.200781e+02
3.178366945105937e-05	-3.172048e+02	3.165850e+02
3.178494231350863e-05	-3.126576e+02	3.120175e+02
3.178681628611293e-05	-3.057009e+02	3.050316e+02
3.178903891713438e-05	-2.970721e+02	2.963691e+02
3.179160039347143e-05	-2.866219e+02	2.858813e+02
3.179443498272905e-05	-2.744728e+02	2.736922e+02
3.179707928117636e-05	-2.625948e+02	2.617786e+02
3.179971261570174e-05	-2.502488e+02	2.493987e+02
3.180225584964927e-05	-2.378637e+02	2.369825e+02
3.180479364061518e-05	-2.250769e+02	2.241664e+02
3.180723070000949e-05	-2.124323e+02	2.114951e+02
3.180923356187963e-05	-2.017759e+02	2.008181e+02
3.181112026963488e-05	-1.915196e+02	1.905433e+02
3.181300428013870e-05	-1.810850e+02	1.800914e+02
3.181496043323060e-05	-1.700523e+02	1.690418e+02
3.181742589866196e-05	-1.558836e+02	1.548535e+02
3.182046541086942e-05	-1.380641e+02	1.370122e+02
3.182423464416477e-05	-1.154991e+02	1.144244e+02
3.182879353904819e-05	-8.764533e+01	8.654874e+01
3.183436538040459e-05	-5.300241e+01	5.188822e+01
3.184153947937257e-05	-7.953476e+00	6.831719e+00
3.185119952480060e-05	5.214778e+01	-5.325235e+01
3.186552740565443e-05	1.392430e+02	-1.402848e+02
3.186864594578622e-05	1.574125e+02	-1.584330e+02
3.187488302604980e-05	1.920383e+02	-1.930040e+02
3.187919783947283e-05	2.149908e+02	-2.159137e+02
3.188304237315394e-05	2.346024e+02	-2.354834e+02
3.188586405160542e-05	2.482422e+02	-2.490896e+02
3.188790976206469e-05	2.577232e+02	-2.585450e+02
3.189167199999999e-05	2.746422e+02	-2.754151e+02
3.189204822379353e-05	2.762537e+02	-2.770215e+02
3.189280067138059e-05	2.794438e+02	-2.802013e+02
3.189430556655471e-05	2.856610e+02	-2.863976e+02
3.189731535690295e-05	2.974047e+02	-2.980977e+02
3.190333493759945e-05	3.187675e+02	-3.193693e+02
3.190953200000000e-05	3.387201e+02	-3.392243e+02
3.191015170624005e-05	3.404139e+02	-3.409078e+02
3.191139111872016e-05	3.436936e+02	-3.441669e+02
3.191572906240055e-05	3.542236e+02	-3.546237e+02
3.191895259360082e-05	3.609493e+02	-3.612939e+02
3.191920259360082e-05	3.614220e+02	-3.617623e+02
3.191970259360082e-05	3.623571e+02	-3.626887e+02
3.191971218902315e-05	3.623749e+02	-3.627063e+02
3.191971458787873e-05	3.623793e+02	-3.627106e+02
3.191971938558990e-05	3.623881e+02	-3.627194e+02
3.191972898101223e-05	3.624057e+02	-3.627368e+02
3.191974817185689e-05	3.624409e+02	-3.627717e+02
3.191978655354621e-05	3.625113e+02	-3.628414e+02
3.191982090271677e-05	3.625742e+02	-3.629037e+02
3.191985869350065e-05	3.626432e+02	-3.629720e+02
3.191989585708853e-05	3.627110e+02	-3.630392e+02
3.191993608053666e-05	3.627841e+02	-3.631116e+02
3.191998572795931e-05	3.628742e+02	-3.632008e+02
3.192003605550132e-05	3.629653e+02	-3.632910e+02
3.192004527333158e-05	3.629820e+02	-3.633076e+02
3.192006370899210e-05	3.630152e+02	-3.633405e+02
3.192010058031314e-05	3.630817e+02	-3.634063e+02
3.192017432295523e-05	3.632141e+02	-3.635374e+02
3.192029311465644e-05	3.634263e+02	-3.637476e+02
3.192040960570070e-05	3.636331e+02	-3.639523e+02
3.192055999290941e-05	3.638981e+02	-3.642147e+02
3.192071962232685e-05	3.641768e+02	-3.644906e+02
3.192094321772516e-05	3.645621e+02	-3.648719e+02
3.192136048417155e-05	3.652684e+02	-3.655709e+02
3.192177414747479e-05	3.659544e+02	-3.662496e+02
3.192212087947569e-05	3.665166e+02	-3.668057e+02
3.192243198953813e-05	3.670124e+02	-3.672961e+02
3.192247261256874e-05	3.670764e+02	-3.673593e+02
3.192253976152138e-05	3.671813e+02	-3.674631e+02
3.192261624564879e-05	3.673003e+02	-3.675807e+02
3.192269182082612e-05	3.674174e+02	-3.676964e+02
3.192277223561809e-05	3.675412e+02	-3.678189e+02
3.192288308314967e-05	3.677111e+02	-3.679867e+02
3.192295157009886e-05	3.678154e+02	-3.680899e+02
3.192301444521764e-05	3.679108e+02	-3.681841e+02
3.192307811641314e-05	3.680069e+02	-3.682791e+02
3.192315890797394e-05	3.681282e+02	-3.683990e+02
3.192324778409836e-05	3.682608e+02	-3.685300e+02
3.192342553634719e-05	3.685228e+02	-3.687889e+02
3.192378104084486e-05	3.690359e+02	-3.692956e+02
3.192439344674215e-05	3.698886e+02	-3.701374e+02
3.192527670495286e-05	3.710379e+02	-3.712708e+02
3.192704322137429e-05	3.730314e+02	-3.732323e+02
3.193057625421715e-05	3.762210e+02	-3.763573e+02
3.193321525599396e-05	3.778678e+02	-3.779553e+02
3.193607475605157e-05	3.788108e+02	-3.788450e+02
3.193835465776388e-05	3.789515e+02	-3.789430e+02
3.194079245846771e-05	3.784169e+02	-3.783625e+02
3.194387245712303e-05	3.768367e+02	-3.767241e+02
3.194718070496157e-05	3.743270e+02	-3.741519e+02
3.194758572209760e-05	3.739368e+02	-3.737541e+02
3.194839575636965e-05	3.730259e+02	-3.728280e+02
3.195001582491375e-05	3.710680e+02	-3.708397e+02
3.195042084204978e-05	3.705383e+02	-3.703023e+02
3.195123087632183e-05	3.693858e+02	-3.691347e+02
3.195285094486593e-05	3.669457e+02	-3.666644e+02
3.195325596200196e-05	3.662957e+02	-3.660069e+02
3.195406599627401e-05	3.649325e+02	-3.646286e+02
3.195468617876355e-05	3.638452e+02	-3.635298e+02
3.195476211947656e-05	3.637088e+02	-3.633921e+02
3.195486337376056e-05	3.635258e+02	-3.632072e+02
3.195506588232857e-05	3.631580e+02	-3.628356e+02
3.195507221072132e-05	3.631464e+02	-3.628239e+02
3.195508486750682e-05	3.631233e+02	-3.628005e+02
3.195511018107782e-05	3.630768e+02	-3.627537e+02
3.195516080821983e-05	3.629838e+02	-3.626596e+02
3.195526206250383e-05	3.627971e+02	-3.624711e+02
3.195527073136819e-05	3.627811e+02	-3.624549e+02
3.195528806909689e-05	3.627490e+02	-3.624225e+02
3.195532274455430e-05	3.626847e+02	-3.623575e+02
3.195536795560282e-05	3.626006e+02	-3.622727e+02
3.195541727015491e-05	3.625087e+02	-3.621799e+02
3.195546391544154e-05	3.624216e+02	-3.620919e+02
3.195551423290515e-05	3.623273e+02	-3.619967e+02
3.195601041479153e-05	3.613869e+02	-3.610472e+02
3.195650659667791e-05	3.604182e+02	-3.600693e+02
3.195700277856429e-05	3.594210e+02	-3.590631e+02
3.195749896045067e-05	3.583955e+02	-3.580286e+02
3.195799514233704e-05	3.573417e+02	-3.569657e+02
3.195849132422343e-05	3.562594e+02	-3.558744e+02
3.195898750610980e-05	3.551488e+02	-3.547549e+02
3.196088600145853e-05	3.507028e+02	-3.502748e+02
3.196247158030048e-05	3.467736e+02	-3.463174e+02
3.196348788223867e-05	3.441151e+02	-3.436411e+02
3.196453524814090e-05	3.412705e+02	-3.407782e+02
3.196495462943619e-05	3.401044e+02	-3.396047e+02
3.196510909476737e-05	3.396683e+02	-3.391660e+02
3.196521628280685e-05	3.393637e+02	-3.388595e+02
3.196533646526132e-05	3.390204e+02	-3.385142e+02
3.196552837226731e-05	3.384694e+02	-3.379598e+02
3.196573393212466e-05	3.378755e+02	-3.373624e+02
3.196595518208564e-05	3.372319e+02	-3.367149e+02
3.196615995899548e-05	3.366320e+02	-3.361116e+02
3.196637531009752e-05	3.359967e+02	-3.354725e+02
3.196660760952755e-05	3.353062e+02	-3.347780e+02
3.196688549226607e-05	3.344731e+02	-3.339403e+02
3.196721503071238e-05	3.334753e+02	-3.329369e+02
3.196765477762681e-05	3.321264e+02	-3.315805e+02
3.196826889927000e-05	3.302049e+02	-3.296488e+02
3.196949714255637e-05	3.262514e+02	-3.256749e+02
3.197107890610073e-05	3.209792e+02	-3.203767e+02
3.197261605949036e-05	3.156226e+02	-3.149955e+02
3.197496473187946e-05	3.069973e+02	-3.063333e+02
3.197798711815125e-05	2.952700e+02	-2.945602e+02
3.198074505751993e-05	2.839475e+02	-2.831974e+02
3.198344702306630e-05	2.722572e+02	-2.714694e+02
3.198600982436019e-05	2.606455e+02	-2.598234e+02
3.198866743800506e-05	2.480945e+02	-2.472386e+02
3.199125607285873e-05	2.354039e+02	-2.345166e+02
3.199381948369778e-05	2.224047e+02	-2.214882e+02
3.199627107497645e-05	2.095965e+02	-2.086537e+02
3.199855490937940e-05	1.973497e+02	-1.963838e+02
3.200069658967198e-05	1.855892e+02	-1.846029e+02
3.200326520877923e-05	1.711675e+02	-1.701587e+02
3.200600532797039e-05	1.554410e+02	-1.544103e+02
3.200935930001781e-05	1.357579e+02	-1.347036e+02
3.201318715722434e-05	1.127941e+02	-1.117169e+02
3.201807748657840e-05	8.282881e+01	-8.172950e+01
3.202453759893614e-05	4.256155e+01	-4.144531e+01
3.203395821104681e-05	-1.626980e+01	1.738388e+01
3.204996986409571e-05	-1.132588e+02	1.143116e+02
3.206586432420555e-05	-2.041685e+02	2.051077e+02
3.207027199999999e-05	-2.270815e+02	2.279759e+02
3.207908735158888e-05	-2.678038e+02	2.685885e+02
3.208813200000000e-05	-3.059321e+02	3.065936e+02
3.208903646484111e-05	-3.091803e+02	3.098281e+02
3.209084539452333e-05	-3.154640e+02	3.160840e+02
3.209446325388777e-05	-3.275081e+02	3.280717e+02
3.209607313915653e-05	-3.324356e+02	3.329734e+02
3.210169897261667e-05	-3.475445e+02	3.479892e+02
3.210599200000000e-05	-3.576504e+02	3.580223e+02
3.210683779813821e-05	-3.593511e+02	3.597084e+02
3.210768359627643e-05	-3.609847e+02	3.613274e+02
3.210852939441464e-05	-3.625514e+02	3.628793e+02
3.210937519255286e-05	-3.640509e+02	3.643641e+02
3.211022099069107e-05	-3.654835e+02	3.657818e+02
3.211106678882929e-05	-3.668490e+02	3.671324e+02
3.211191258696750e-05	-3.681474e+02	3.684159e+02
3.211216258696750e-05	-3.685129e+02	3.687769e+02
3.211266258696750e-05	-3.692317e+02	3.694869e+02
3.211278758696750e-05	-3.694083e+02	3.696613e+02
3.211281883696750e-05	-3.694519e+02	3.697043e+02
3.211288133696750e-05	-3.695388e+02	3.697901e+02
3.211292855538600e-05	-3.696043e+02	3.698548e+02
3.211296602502251e-05	-3.696561e+02	3.699059e+02
3.211300325447484e-05	-3.697074e+02	3.699565e+02
3.211304035282934e-05	-3.697584e+02	3.700069e+02
3.211308175106563e-05	-3.698151e+02	3.700628e+02
3.211313332268668e-05	-3.698856e+02	3.701324e+02
3.211318278416876e-05	-3.699529e+02	3.701989e+02
3.211319176871885e-05	-3.699651e+02	3.702109e+02
3.211320973781904e-05	-3.699895e+02	3.702350e+02
3.211324567601942e-05	-3.700381e+02	3.702829e+02
3.211331755242017e-05	-3.701349e+02	3.703784e+02
3.211343417117033e-05	-3.702909e+02	3.705324e+02
3.211354781545194e-05	-3.704417e+02	3.706812e+02
3.211369352157156e-05	-3.706332e+02	3.708701e+02
3.211384509952174e-05	-3.708300e+02	3.710641e+02
3.211406520469928e-05	-3.711107e+02	3.713409e+02
3.211446112421662e-05	-3.716037e+02	3.718269e+02
3.211489399087615e-05	-3.721275e+02	3.723430e+02
3.211524970350120e-05	-3.725447e+02	3.727538e+02
3.211555713821514e-05	-3.728965e+02	3.731002e+02
3.211558758888517e-05	-3.729308e+02	3.731339e+02
3.211564849022524e-05	-3.729986e+02	3.732006e+02
3.211572413275200e-05	-3.730824e+02	3.732830e+02
3.211580257850038e-05	-3.731687e+02	3.733679e+02
3.211587980507044e-05	-3.732530e+02	3.734508e+02
3.211599047942066e-05	-3.733728e+02	3.735687e+02
3.211605927405857e-05	-3.734468e+02	3.736414e+02
3.211612089165616e-05	-3.735126e+02	3.737061e+02
3.211618382265460e-05	-3.735793e+02	3.737717e+02
3.211626727329484e-05	-3.736672e+02	3.738581e+02
3.211635194577762e-05	-3.737555e+02	3.739449e+02
3.211652129074320e-05	-3.739292e+02	3.741155e+02
3.211685998067434e-05	-3.742672e+02	3.744474e+02
3.211737253407542e-05	-3.747556e+02	3.749265e+02
3.211811838939376e-05	-3.754078e+02	3.755652e+02
3.211961010003043e-05	-3.764933e+02	3.766235e+02
3.212259352130379e-05	-3.780602e+02	3.781356e+02
3.212524282913847e-05	-3.788278e+02	3.788542e+02
3.212721919344168e-05	-3.789029e+02	3.788925e+02
3.212928273908582e-05	-3.785188e+02	3.784698e+02
3.213115848083644e-05	-3.777302e+02	3.776460e+02
3.213415875970407e-05	-3.756565e+02	3.755160e+02
3.213750253722512e-05	-3.723317e+02	3.721284e+02
3.214080200540558e-05	-3.681776e+02	3.679126e+02
3.214118900531348e-05	-3.676099e+02	3.673376e+02
3.214196300512929e-05	-3.663538e+02	3.660672e+02
3.214351100476091e-05	-3.637194e+02	3.634041e+02
3.214389800466881e-05	-3.630245e+02	3.627021e+02
3.214467200448462e-05	-3.615513e+02	3.612146e+02
3.214622000411624e-05	-3.584836e+02	3.581186e+02
3.214660700402414e-05	-3.576809e+02	3.573088e+02
3.214738100383995e-05	-3.560187e+02	3.556326e+02
3.214757450379391e-05	-3.555949e+02	3.552053e+02
3.214797359744893e-05	-3.547072e+02	3.543103e+02
3.214804615993166e-05	-3.545437e+02	3.541455e+02
3.214814290990864e-05	-3.543247e+02	3.539248e+02
3.214833640986259e-05	-3.538850e+02	3.534816e+02
3.214834245673615e-05	-3.538712e+02	3.534677e+02
3.214835455048327e-05	-3.538436e+02	3.534398e+02
3.214837873797751e-05	-3.537882e+02	3.533840e+02
3.214842711296601e-05	-3.536773e+02	3.532722e+02
3.214852386294298e-05	-3.534550e+02	3.530482e+02
3.214853231906919e-05	-3.534355e+02	3.530286e+02
3.214854923132160e-05	-3.533965e+02	3.529893e+02
3.214858305582644e-05	-3.533185e+02	3.529106e+02
3.214865070483610e-05	-3.531620e+02	3.527528e+02
3.214870438976105e-05	-3.530375e+02	3.526274e+02
3.214871235013791e-05	-3.530190e+02	3.526088e+02
3.214872827089162e-05	-3.529821e+02	3.525715e+02
3.214876011239906e-05	-3.529080e+02	3.524969e+02
3.214879716519049e-05	-3.528217e+02	3.524099e+02
3.214883481174056e-05	-3.527338e+02	3.523214e+02
